Date,OT_Chapter,NT_Chapter,Questions,Answers
2026-09-19,யோசுவா 12,எபேசியர் 10,"1) யோசுவா 12 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 12 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 12 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 10 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 10 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 10 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 12 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 10 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-20,யோசுவா 13,எபேசியர் 11,"1) யோசுவா 13 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 13 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 13 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 11 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 11 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 11 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 13 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 11 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-21,யோசுவா 14,எபேசியர் 12,"1) யோசுவா 14 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 14 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 14 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 12 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 12 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 12 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 14 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 12 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-22,யோசுவா 15,எபேசியர் 13,"1) யோசுவா 15 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 15 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 15 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 13 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 13 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 13 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 15 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 13 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-23,யோசுவா 16,எபேசியர் 14,"1) யோசுவா 16 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 16 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 16 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 14 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 14 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 14 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 16 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 14 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-24,யோசுவா 17,எபேசியர் 15,"1) யோசுவா 17 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 17 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 17 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 15 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 15 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 15 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 17 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 15 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-25,யோசுவா 18,எபேசியர் 16,"1) யோசுவா 18 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 18 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 18 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 16 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 16 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 16 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 18 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 16 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-26,யோசுவா 19,எபேசியர் 17,"1) யோசுவா 19 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 19 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 19 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 17 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 17 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 17 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 19 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 17 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-27,யோசுவா 20,எபேசியர் 18,"1) யோசுவா 20 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 20 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 20 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 18 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 18 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 18 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 20 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 18 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-28,யோசுவா 21,எபேசியர் 19,"1) யோசுவா 21 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 21 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 21 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 19 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 19 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 19 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 21 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 19 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-29,யோசுவா 22,எபேசியர் 20,"1) யோசுவா 22 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 22 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 22 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 20 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 20 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 20 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 22 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 20 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-09-30,யோசுவா 23,எபேசியர் 21,"1) யோசுவா 23 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 23 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 23 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 21 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 21 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 21 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 23 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 21 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-10-01,யோசுவா 24,எபேசியர் 22,"1) யோசுவா 24 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 24 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 24 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 22 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 22 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 22 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 24 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 22 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-10-02,யோசுவா 25,எபேசியர் 23,"1) யோசுவா 25 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 25 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 25 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 23 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 23 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 23 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 25 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 23 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
2026-10-03,யோசுவா 26,எபேசியர் 24,"1) யோசுவா 26 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) யோசுவா 26 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) யோசுவா 26 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"". || 1) எபேசியர் 24 அத்தியாயத்தில் குறிப்பிடப்பட்ட முக்கிய நிகழ்வு என்ன? | 2) எபேசியர் 24 இல் எந்த شخصیت(பேர்) முக்கியமான பாத்திரமாக உள்ளது? | 3) எபேசியர் 24 இல் குறிப்பிடப்பட்ட முக்கியமான பாடம் அல்லது நெறியைக் குறுக்கே நிரப்புக: ""________"".",1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே யோசுவா இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: யோசுவா 26 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள் || 1) இந்த அத்தியாயத்தின் முக்கிய நிகழ்வு: இங்கே எபேசியர் இல் ஒரு முக்கிய சம்பவம் رخியது மற்றும் அதை 통해 நம்பிக்கை அல்லது கடவுளின் நிகழ்வை போன்று விளக்குகிறது. | 2) இதில் முக்கிய பாத்திரம்: எபேசியர் 24 இல் ஒரு முக்கிய நபர் அல்லது குழு நடிக்கின்றனர். | 3) பதில்: நம்பிக்கை அல்லது poslu அல்லது கடவுளின் அருள்
